Label,Message,ProcessedMessage,characters_count,words_count,readability,misspelled_count,emails_count,phones_count,is_currency_found,call,å£,free,txt,text,mobile,stop,claim,reply,prize,get,tone,service,p,nokia,new,send,urgent,win,week,"('å£', 'prize')","('please', 'call')","('å£', 'cash')","('po', 'box')","('customer', 'service')","('p', 'per')","('guaranteed', 'call')","('call', 'landline')","('prize', 'guaranteed')","('win', 'å£')",ip_count,urls_count,url,broken_url_count,has_blacklist_url
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic pocketbabecouk å£wk,155,26,98.99454545454546,7,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Bugis oso near wat... ,bugis oso near wat,22,4,75.87500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yo theres no class tmrw right?,yo there class tmrw right,30,6,116.14500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let heart compass mind map soul guide never loose worldgnun sent via waysmscom,121,25,121.87576923076925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please,53,9,103.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe miss youuuuu go teach class,84,20,109.95647058823532,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Convey my regards to him,convey regard,24,5,83.32000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,U ned to convince him tht its not possible witot hurting his feeling its the main,ned convince tht possible witot hurting feeling main,81,16,90.13250000000002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,152,32,77.685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,131,26,85.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn read,327,63,62.93590909090911,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yo dude guess who just got arrested the other day,yo dude guess got arrested day,49,10,95.16500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say change suntec steamboat noe r,65,13,109.04000000000002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,What does the dance river do?,dance river,29,6,116.14500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger,207,42,56.94813953488374,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey really pretty late want go lesson first join reaching tp mrt,114,24,103.62800000000001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasy call p per min ntt ltd po box croydon cr wb k,101,19,152.695,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0
0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat mine ish welcome come,49,11,126.4518181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",dont know thing thats wrong everyso often panicks start goin bout bein good enough û,108,20,96.05954545454547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Alright. I'm out--have a good night!,alright outhave good night,36,6,127.2157142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Did you try making another butt.,try making another butt,32,6,73.84500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Hope you are feeling great. Pls fill me in. Abiola,hope feeling great pls fill abiola,50,10,103.625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,though shd go n fun bar town something ûò sound ok,80,19,116.30789473684214,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",go write msg put dictionary mode cover screen hand press ltgt gently remove hand interesting,141,24,101.09666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick fact type try gay chat photo upload call pmin stop text call,151,27,101.09666666666666,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",new mobile must go txt nokia collect todayfrom å£ wwwtcbiz optout gbpmtmsg txtauction,154,22,126.16333333333333,8,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.4-tc.biz,0,0
0,We're finally ready fyi,finally ready fyi,23,4,100.24000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Auntie huai juan never pick up her phone,auntie huai juan never pick phone,40,8,82.39000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf,159,24,62.625000000000014,4,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Ya tel, wats ur problem..",ya tel wats problem,25,5,100.24000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone mob every week txt nok st tone free get txtin tell friend ptone reply hl info,143,31,101.6861290322581,6,0,0,1,0,0,1,2,0,0,0,0,1,0,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,i dnt wnt to tlk wid u,dnt wnt tlk wid,22,7,139.3014285714286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",spend day waiting ideal path appear front u forget path made walking waiting goodnight,155,29,81.13103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feeling weak cuz got shot go another time,72,18,99.26500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle,203,32,30.495588235294143,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,278,63,78.71545454545458,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,thats ok popped ask bout something said youd around tonght wen girl come,115,23,96.86000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,All e best 4 ur exam later.,e best exam later,27,7,127.2157142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like,139,29,87.77214285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Oh k.i think most of wi and nz players unsold.,oh ki think wi nz player unsold,46,10,126.4518181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight,115,24,103.62800000000001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",wonder got online love gone net cafe get phone recharged friend net think boytoy,155,36,84.46750000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Haha just kidding, papa needs drugs",haha kidding papa need drug,35,6,73.84500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b ya wana go lesson haha go one whole stretch,82,17,109.95647058823532,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Oh ok..,oh ok,7,2,162.50500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,R we still meeting 4 dinner tonight?,r still meeting dinner tonight,36,7,115.13000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Thats cool! I am a gentleman and will treat you with dignity and respect.,thats cool gentleman treat dignity respect,73,14,77.8107142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Shall i start from hear.,shall start hear,24,5,117.16000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Then we wait 4 u lor... No need 2 feel bad lar...,wait lor need feel bad lar,49,12,124.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,No did you check? I got his detailed message now,check got detailed message,48,10,95.16500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,155,27,72.3793103448276,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decided people care stuff vote caring stuff loser,93,18,75.76500000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy tuition gee thk e second option sound beta ill go yan jiu den msg,99,18,98.49736842105266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,155,27,72.3793103448276,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,cool. We will have fun practicing making babies!,cool fun practicing making baby,48,8,71.81500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Actually getting ready to leave the house.,actually getting ready leave house,42,7,90.95857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,K..k..any special today?,kkany special today,24,3,100.24000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,163,26,177.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,http://www.urawinner.com,0,0
0,Then we gotta do it after that,got ta,30,7,103.04428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"I've got ten bucks, jay is being noncomittal",ive got ten buck jay noncomittal,44,8,103.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Where at were hungry too,hungry,24,5,100.24000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Pls speak to that customer machan.,pls speak customer machan,34,6,87.94500000000002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think dream come true goodnite amp sweet dream,144,25,83.32400000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179,34,60.35441176470591,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear uve invited xchat final attempt contact txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,143,22,108.92214285714287,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,So wats ur opinion abt him and how abt is character?,wats opinion abt abt character,52,11,80.30636363636367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tell x totally fucking chord speak,82,17,100.00352941176472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,No..few hours before.went to hair cut .,nofew hour beforewent hair cut,39,7,103.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder co dun rem seeing silver car thk saw black one,80,18,94.56500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Lmao. Take a pic and send it to me.,lmao take pic send,35,9,122.50000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak feel word better silence gud mrng,82,14,95.93928571428575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,No. She's currently in scotland for that.,shes currently scotland,41,7,103.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Do you work all this week ?,work week,27,7,116.14500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratulation awarded either å£ cd gift voucher free entry å£ weekly draw txt music tncs wwwldewcom winppmxage,152,25,87.77214285714287,6,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,www.ldew.com,0,0
0,Lol great now im getting hungry.,lol great getting hungry,32,6,87.94500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Yes.. now only saw your message..,yes saw message,33,6,87.94500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I'll be at mu in like  &lt;#&gt;  seconds,ill mu like ltgt second,41,8,145.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Ok...,ok,5,1,205.82000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw exeter bit worriedx,126,24,181.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",tell make little spreadsheet track whose idea smoke determine smoke much entire month february,153,29,72.3793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsenal dartboard good condition double treble,71,12,57.23363636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,dont look back building coat dont want get sick hurry home wear coat gym,141,30,92.39875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",painful personal thought always try keep everybody happy time nobody recognises alone,124,22,53.75954545454549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock,38,7,103.04428571428573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon,63,13,96.02461538461542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,I asked sen to come chennai and search for job.,asked sen come chennai search job,47,10,103.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Dad went out oredi... ,dad went oredi,22,4,75.87500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",jus hope true missin co really missin havent done anything feel guilty yet,115,22,83.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still early mah juz go dinner lor aiya dunno,71,16,105.99500000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Arms fine, how's Cardiff and uni? ",arm fine hows cardiff uni,34,6,115.13000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,In fact when do you leave? I think addie goes back to school tues or wed,fact leave think addie go back school tues wed,72,16,105.99500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",cool breeze bright sun fresh flower twittering bird waiting wish goodmorning amp nice day,134,21,106.16500000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
